# r [fm]	u_real	u_imag	|u|^2	du_real	du_imag	|du|^2
1.231000	0.760558	-0.000674	0.578449	-0.044799	-0.001333	0.002009
1.232000	0.760513	-0.000675	0.578380	-0.046111	-0.001334	0.002128
1.233000	0.760466	-0.000676	0.578309	-0.047423	-0.001335	0.002251
1.234000	0.760418	-0.000678	0.578236	-0.048735	-0.001336	0.002377
1.235000	0.760368	-0.000679	0.578161	-0.050047	-0.001337	0.002507
1.236000	0.760318	-0.000680	0.578083	-0.051359	-0.001338	0.002640
1.237000	0.760266	-0.000682	0.578004	-0.052671	-0.001339	0.002776
1.238000	0.760212	-0.000683	0.577923	-0.053983	-0.001340	0.002916
1.239000	0.760158	-0.000684	0.577840	-0.055294	-0.001341	0.003059
1.240000	0.760102	-0.000686	0.577755	-0.056606	-0.001342	0.003206
1.241000	0.760044	-0.000687	0.577668	-0.057917	-0.001343	0.003356
1.242000	0.759986	-0.000688	0.577579	-0.059228	-0.001344	0.003510
1.243000	0.759926	-0.000690	0.577488	-0.060539	-0.001345	0.003667
1.244000	0.759865	-0.000691	0.577395	-0.061850	-0.001346	0.003827
1.245000	0.759802	-0.000692	0.577300	-0.063161	-0.001347	0.003991
1.246000	0.759739	-0.000694	0.577203	-0.064472	-0.001348	0.004158
1.247000	0.759673	-0.000695	0.577104	-0.065783	-0.001349	0.004329
1.248000	0.759607	-0.000697	0.577003	-0.067093	-0.001350	0.004503
1.249000	0.759539	-0.000698	0.576900	-0.068404	-0.001351	0.004681
1.250000	0.759470	-0.000699	0.576795	-0.069714	-0.001352	0.004862
1.251000	0.759400	-0.000701	0.576688	-0.071025	-0.001353	0.005046
1.252000	0.759328	-0.000702	0.576580	-0.072335	-0.001354	0.005234
1.253000	0.759255	-0.000703	0.576469	-0.073645	-0.001355	0.005425
1.254000	0.759181	-0.000705	0.576356	-0.074955	-0.001356	0.005620
1.255000	0.759105	-0.000706	0.576241	-0.076264	-0.001356	0.005818
1.256000	0.759028	-0.000707	0.576124	-0.077574	-0.001357	0.006020
1.257000	0.758950	-0.000709	0.576006	-0.078883	-0.001358	0.006224
1.258000	0.758871	-0.000710	0.575885	-0.080193	-0.001359	0.006433
1.259000	0.758790	-0.000711	0.575762	-0.081502	-0.001360	0.006644
1.260000	0.758707	-0.000713	0.575638	-0.082811	-0.001361	0.006860
1.261000	0.758624	-0.000714	0.575511	-0.084120	-0.001362	0.007078
1.262000	0.758539	-0.000715	0.575382	-0.085429	-0.001363	0.007300
1.263000	0.758453	-0.000717	0.575252	-0.086737	-0.001364	0.007525
1.264000	0.758366	-0.000718	0.575119	-0.088046	-0.001365	0.007754
1.265000	0.758277	-0.000720	0.574985	-0.089354	-0.001366	0.007986
1.266000	0.758187	-0.000721	0.574848	-0.090662	-0.001367	0.008222
1.267000	0.758096	-0.000722	0.574710	-0.091970	-0.001368	0.008460
1.268000	0.758003	-0.000724	0.574569	-0.093278	-0.001369	0.008703
1.269000	0.757909	-0.000725	0.574427	-0.094586	-0.001369	0.008948
1.270000	0.757814	-0.000726	0.574283	-0.095893	-0.001370	0.009197
1.271000	0.757717	-0.000728	0.574136	-0.097201	-0.001371	0.009450
1.272000	0.757620	-0.000729	0.573988	-0.098508	-0.001372	0.009706
1.273000	0.757520	-0.000731	0.573838	-0.099815	-0.001373	0.009965
1.274000	0.757420	-0.000732	0.573685	-0.101122	-0.001374	0.010228
1.275000	0.757318	-0.000733	0.573531	-0.102429	-0.001375	0.010494
1.276000	0.757215	-0.000735	0.573375	-0.103735	-0.001376	0.010763
1.277000	0.757111	-0.000736	0.573217	-0.105041	-0.001377	0.011036
1.278000	0.757005	-0.000737	0.573057	-0.106348	-0.001378	0.011312
1.279000	0.756898	-0.000739	0.572895	-0.107654	-0.001378	0.011591
1.280000	0.756790	-0.000740	0.572731	-0.108959	-0.001379	0.011874
1.281000	0.756680	-0.000742	0.572565	-0.110265	-0.001380	0.012160
1.282000	0.756569	-0.000743	0.572397	-0.111570	-0.001381	0.012450
1.283000	0.756457	-0.000744	0.572228	-0.112875	-0.001382	0.012743
1.284000	0.756343	-0.000746	0.572056	-0.114181	-0.001383	0.013039
1.285000	0.756229	-0.000747	0.571882	-0.115485	-0.001384	0.013339
1.286000	0.756112	-0.000748	0.571707	-0.116790	-0.001385	0.013642
1.287000	0.755995	-0.000750	0.571529	-0.118094	-0.001385	0.013948
1.288000	0.755876	-0.000751	0.571349	-0.119399	-0.001386	0.014258
1.289000	0.755756	-0.000753	0.571168	-0.120703	-0.001387	0.014571
1.290000	0.755635	-0.000754	0.570985	-0.122006	-0.001388	0.014887
1.291000	0.755512	-0.000755	0.570799	-0.123310	-0.001389	0.015207
1.292000	0.755388	-0.000757	0.570612	-0.124613	-0.001390	0.015530
1.293000	0.755263	-0.000758	0.570423	-0.125916	-0.001391	0.015857
1.294000	0.755136	-0.000760	0.570232	-0.127219	-0.001391	0.016187
1.295000	0.755009	-0.000761	0.570038	-0.128522	-0.001392	0.016520
1.296000	0.754879	-0.000762	0.569843	-0.129825	-0.001393	0.016856
1.297000	0.754749	-0.000764	0.569646	-0.131127	-0.001394	0.017196
1.298000	0.754617	-0.000765	0.569448	-0.132429	-0.001395	0.017539
1.299000	0.754484	-0.000767	0.569247	-0.133731	-0.001396	0.017886
1.300000	0.754350	-0.000768	0.569044	-0.135032	-0.001396	0.018236
1.301000	0.754214	-0.000769	0.568839	-0.136334	-0.001397	0.018589
1.302000	0.754077	-0.000771	0.568633	-0.137635	-0.001398	0.018945
1.303000	0.753939	-0.000772	0.568424	-0.138936	-0.001399	0.019305
1.304000	0.753799	-0.000774	0.568214	-0.140236	-0.001400	0.019668
1.305000	0.753658	-0.000775	0.568001	-0.141537	-0.001400	0.020035
1.306000	0.753516	-0.000776	0.567787	-0.142837	-0.001401	0.020404
1.307000	0.753373	-0.000778	0.567571	-0.144137	-0.001402	0.020777
1.308000	0.753228	-0.000779	0.567353	-0.145437	-0.001403	0.021154
1.309000	0.753082	-0.000781	0.567133	-0.146736	-0.001404	0.021533
1.310000	0.752934	-0.000782	0.566911	-0.148035	-0.001404	0.021916
1.311000	0.752786	-0.000783	0.566687	-0.149334	-0.001405	0.022303
1.312000	0.752636	-0.000785	0.566461	-0.150633	-0.001406	0.022692
1.313000	0.752484	-0.000786	0.566233	-0.151931	-0.001407	0.023085
1.314000	0.752332	-0.000788	0.566004	-0.153229	-0.001408	0.023481
1.315000	0.752178	-0.000789	0.565772	-0.154527	-0.001408	0.023881
1.316000	0.752023	-0.000790	0.565539	-0.155825	-0.001409	0.024283
1.317000	0.751866	-0.000792	0.565303	-0.157122	-0.001410	0.024689
1.318000	0.751708	-0.000793	0.565066	-0.158419	-0.001411	0.025099
1.319000	0.751549	-0.000795	0.564827	-0.159716	-0.001412	0.025511
1.320000	0.751389	-0.000796	0.564586	-0.161012	-0.001412	0.025927
1.321000	0.751227	-0.000797	0.564343	-0.162309	-0.001413	0.026346
1.322000	0.751064	-0.000799	0.564098	-0.163605	-0.001414	0.026768
1.323000	0.750900	-0.000800	0.563852	-0.164900	-0.001415	0.027194
1.324000	0.750735	-0.000802	0.563603	-0.166196	-0.001415	0.027623
1.325000	0.750568	-0.000803	0.563353	-0.167491	-0.001416	0.028055
1.326000	0.750400	-0.000805	0.563100	-0.168785	-0.001417	0.028491
1.327000	0.750230	-0.000806	0.562846	-0.170080	-0.001418	0.028929
1.328000	0.750059	-0.000807	0.562590	-0.171374	-0.001418	0.029371
1.329000	0.749887	-0.000809	0.562332	-0.172668	-0.001419	0.029816
1.330000	0.749714	-0.000810	0.562072	-0.173962	-0.001420	0.030265
1.331000	0.749540	-0.000812	0.561810	-0.175255	-0.001421	0.030716
1.332000	0.749364	-0.000813	0.561546	-0.176548	-0.001421	0.031171
1.333000	0.749186	-0.000814	0.561281	-0.177841	-0.001422	0.031629
1.334000	0.749008	-0.000816	0.561014	-0.179133	-0.001423	0.032091
1.335000	0.748828	-0.000817	0.560744	-0.180425	-0.001424	0.032555
1.336000	0.748647	-0.000819	0.560473	-0.181717	-0.001424	0.033023
1.337000	0.748465	-0.000820	0.560200	-0.183009	-0.001425	0.033494
1.338000	0.748281	-0.000822	0.559925	-0.184300	-0.001426	0.033968
1.339000	0.748096	-0.000823	0.559648	-0.185591	-0.001426	0.034446
1.340000	0.747910	-0.000824	0.559370	-0.186881	-0.001427	0.034927
1.341000	0.747722	-0.000826	0.559089	-0.188171	-0.001428	0.035411
1.342000	0.747534	-0.000827	0.558807	-0.189461	-0.001428	0.035898
1.343000	0.747343	-0.000829	0.558523	-0.190751	-0.001429	0.036388
1.344000	0.747152	-0.000830	0.558237	-0.192040	-0.001430	0.036881
1.345000	0.746959	-0.000832	0.557949	-0.193329	-0.001431	0.037378
1.346000	0.746765	-0.000833	0.557659	-0.194617	-0.001431	0.037878
1.347000	0.746570	-0.000834	0.557368	-0.195906	-0.001432	0.038381
1.348000	0.746374	-0.000836	0.557074	-0.197194	-0.001433	0.038887
1.349000	0.746176	-0.000837	0.556779	-0.198481	-0.001433	0.039397
1.350000	0.745977	-0.000839	0.556482	-0.199768	-0.001434	0.039909
1.351000	0.745776	-0.000840	0.556183	-0.201055	-0.001435	0.040425
1.352000	0.745574	-0.000842	0.555882	-0.202342	-0.001435	0.040944
1.353000	0.745371	-0.000843	0.555579	-0.203628	-0.001436	0.041466
1.354000	0.745167	-0.000844	0.555275	-0.204914	-0.001437	0.041992
1.355000	0.744962	-0.000846	0.554969	-0.206199	-0.001437	0.042520
1.356000	0.744755	-0.000847	0.554660	-0.207484	-0.001438	0.043052
1.357000	0.744547	-0.000849	0.554351	-0.208769	-0.001439	0.043587
1.358000	0.744337	-0.000850	0.554039	-0.210053	-0.001439	0.044124
1.359000	0.744127	-0.000852	0.553725	-0.211337	-0.001440	0.044666
1.360000	0.743915	-0.000853	0.553410	-0.212621	-0.001441	0.045210
1.361000	0.743701	-0.000855	0.553092	-0.213904	-0.001441	0.045757
1.362000	0.743487	-0.000856	0.552773	-0.215187	-0.001442	0.046308
1.363000	0.743271	-0.000857	0.552452	-0.216470	-0.001443	0.046861
1.364000	0.743054	-0.000859	0.552130	-0.217752	-0.001443	0.047418
1.365000	0.742835	-0.000860	0.551805	-0.219034	-0.001444	0.047978
1.366000	0.742616	-0.000862	0.551479	-0.220315	-0.001444	0.048541
1.367000	0.742395	-0.000863	0.551151	-0.221596	-0.001445	0.049107
1.368000	0.742173	-0.000865	0.550821	-0.222877	-0.001446	0.049676
1.369000	0.741949	-0.000866	0.550489	-0.224157	-0.001446	0.050249
1.370000	0.741724	-0.000868	0.550156	-0.225437	-0.001447	0.050824
1.371000	0.741498	-0.000869	0.549820	-0.226717	-0.001448	0.051402
1.372000	0.741271	-0.000870	0.549483	-0.227996	-0.001448	0.051984
1.373000	0.741042	-0.000872	0.549144	-0.229274	-0.001449	0.052569
1.374000	0.740812	-0.000873	0.548804	-0.230553	-0.001449	0.053157
1.375000	0.740581	-0.000875	0.548461	-0.231831	-0.001450	0.053748
1.376000	0.740349	-0.000876	0.548117	-0.233108	-0.001451	0.054342
1.377000	0.740115	-0.000878	0.547771	-0.234385	-0.001451	0.054939
1.378000	0.739880	-0.000879	0.547423	-0.235662	-0.001452	0.055539
1.379000	0.739644	-0.000881	0.547073	-0.236938	-0.001452	0.056142
1.380000	0.739406	-0.000882	0.546722	-0.238214	-0.001453	0.056748
1.381000	0.739167	-0.000883	0.546369	-0.239490	-0.001454	0.057357
1.382000	0.738927	-0.000885	0.546014	-0.240765	-0.001454	0.057970
1.383000	0.738686	-0.000886	0.545657	-0.242039	-0.001455	0.058585
1.384000	0.738443	-0.000888	0.545299	-0.243314	-0.001455	0.059204
1.385000	0.738199	-0.000889	0.544939	-0.244587	-0.001456	0.059825
1.386000	0.737954	-0.000891	0.544577	-0.245861	-0.001456	0.060450
1.387000	0.737707	-0.000892	0.544213	-0.247134	-0.001457	0.061077
1.388000	0.737460	-0.000894	0.543847	-0.248406	-0.001458	0.061708
1.389000	0.737210	-0.000895	0.543480	-0.249679	-0.001458	0.062341
1.390000	0.736960	-0.000897	0.543111	-0.250950	-0.001459	0.062978
1.391000	0.736709	-0.000898	0.542740	-0.252221	-0.001459	0.063618
1.392000	0.736456	-0.000900	0.542368	-0.253492	-0.001460	0.064260
1.393000	0.736202	-0.000901	0.541994	-0.254763	-0.001460	0.064906
1.394000	0.735946	-0.000902	0.541618	-0.256033	-0.001461	0.065555
1.395000	0.735690	-0.000904	0.541240	-0.257302	-0.001461	0.066207
1.396000	0.735432	-0.000905	0.540860	-0.258571	-0.001462	0.066861
1.397000	0.735172	-0.000907	0.540479	-0.259840	-0.001462	0.067519
1.398000	0.734912	-0.000908	0.540096	-0.261108	-0.001463	0.068179
1.399000	0.734650	-0.000910	0.539712	-0.262376	-0.001464	0.068843
1.400000	0.734387	-0.000911	0.539325	-0.263643	-0.001464	0.069510
1.401000	0.734123	-0.000913	0.538937	-0.264910	-0.001465	0.070179
1.402000	0.733857	-0.000914	0.538547	-0.266176	-0.001465	0.070852
1.403000	0.733591	-0.000916	0.538156	-0.267442	-0.001466	0.071527
1.404000	0.733322	-0.000917	0.537763	-0.268707	-0.001466	0.072206
1.405000	0.733053	-0.000919	0.537368	-0.269972	-0.001467	0.072887
1.406000	0.732782	-0.000920	0.536971	-0.271237	-0.001467	0.073572
1.407000	0.732511	-0.000921	0.536573	-0.272501	-0.001468	0.074259
1.408000	0.732237	-0.000923	0.536173	-0.273764	-0.001468	0.074949
1.409000	0.731963	-0.000924	0.535771	-0.275028	-0.001469	0.075642
1.410000	0.731687	-0.000926	0.535367	-0.276290	-0.001469	0.076338
1.411000	0.731411	-0.000927	0.534962	-0.277552	-0.001470	0.077037
1.412000	0.731132	-0.000929	0.534555	-0.278814	-0.001470	0.077739
1.413000	0.730853	-0.000930	0.534147	-0.280075	-0.001471	0.078444
1.414000	0.730572	-0.000932	0.533737	-0.281336	-0.001471	0.079152
1.415000	0.730290	-0.000933	0.533325	-0.282596	-0.001472	0.079863
1.416000	0.730007	-0.000935	0.532911	-0.283856	-0.001472	0.080576
1.417000	0.729723	-0.000936	0.532496	-0.285115	-0.001472	0.081293
1.418000	0.729437	-0.000938	0.532079	-0.286374	-0.001473	0.082012
1.419000	0.729150	-0.000939	0.531660	-0.287632	-0.001473	0.082734
1.420000	0.728861	-0.000941	0.531240	-0.288890	-0.001474	0.083459
1.421000	0.728572	-0.000942	0.530818	-0.290147	-0.001474	0.084187
1.422000	0.728281	-0.000944	0.530394	-0.291404	-0.001475	0.084918
1.423000	0.727989	-0.000945	0.529969	-0.292660	-0.001475	0.085652
1.424000	0.727696	-0.000946	0.529542	-0.293916	-0.001476	0.086389
1.425000	0.727401	-0.000948	0.529114	-0.295171	-0.001476	0.087128
1.426000	0.727106	-0.000949	0.528683	-0.296426	-0.001476	0.087870
1.427000	0.726808	-0.000951	0.528251	-0.297680	-0.001477	0.088616
1.428000	0.726510	-0.000952	0.527818	-0.298934	-0.001477	0.089363
1.429000	0.726211	-0.000954	0.527383	-0.300187	-0.001478	0.090114
1.430000	0.725910	-0.000955	0.526946	-0.301439	-0.001478	0.090868
1.431000	0.725608	-0.000957	0.526508	-0.302692	-0.001479	0.091624
1.432000	0.725304	-0.000958	0.526067	-0.303943	-0.001479	0.092384
1.433000	0.725000	-0.000960	0.525626	-0.305194	-0.001479	0.093146
1.434000	0.724694	-0.000961	0.525182	-0.306445	-0.001480	0.093911
1.435000	0.724387	-0.000963	0.524737	-0.307695	-0.001480	0.094678
1.436000	0.724079	-0.000964	0.524291	-0.308944	-0.001481	0.095449
1.437000	0.723769	-0.000966	0.523843	-0.310193	-0.001481	0.096222
1.438000	0.723458	-0.000967	0.523393	-0.311442	-0.001481	0.096998
1.439000	0.723146	-0.000969	0.522941	-0.312690	-0.001482	0.097777
1.440000	0.722833	-0.000970	0.522488	-0.313937	-0.001482	0.098559
1.441000	0.722518	-0.000972	0.522034	-0.315184	-0.001483	0.099343
1.442000	0.722203	-0.000973	0.521577	-0.316430	-0.001483	0.100130
1.443000	0.721885	-0.000975	0.521120	-0.317676	-0.001483	0.100920
1.444000	0.721567	-0.000976	0.520660	-0.318921	-0.001484	0.101713
1.445000	0.721248	-0.000978	0.520199	-0.320166	-0.001484	0.102508
1.446000	0.720927	-0.000979	0.519736	-0.321410	-0.001484	0.103307
1.447000	0.720605	-0.000981	0.519272	-0.322654	-0.001485	0.104108
1.448000	0.720282	-0.000982	0.518806	-0.323897	-0.001485	0.104911
1.449000	0.719957	-0.000984	0.518339	-0.325139	-0.001486	0.105718
1.450000	0.719631	-0.000985	0.517870	-0.326381	-0.001486	0.106527
1.451000	0.719304	-0.000986	0.517400	-0.327622	-0.001486	0.107338
1.452000	0.718976	-0.000988	0.516927	-0.328863	-0.001487	0.108153
1.453000	0.718647	-0.000989	0.516454	-0.330103	-0.001487	0.108970
1.454000	0.718316	-0.000991	0.515979	-0.331343	-0.001487	0.109790
1.455000	0.717984	-0.000992	0.515502	-0.332582	-0.001488	0.110613
1.456000	0.717651	-0.000994	0.515023	-0.333820	-0.001488	0.111438
1.457000	0.717316	-0.000995	0.514544	-0.335058	-0.001488	0.112266
1.458000	0.716981	-0.000997	0.514062	-0.336295	-0.001489	0.113097
1.459000	0.716644	-0.000998	0.513579	-0.337532	-0.001489	0.113930
1.460000	0.716305	-0.001000	0.513094	-0.338768	-0.001489	0.114766
1.461000	0.715966	-0.001001	0.512608	-0.340004	-0.001490	0.115605
1.462000	0.715625	-0.001003	0.512121	-0.341239	-0.001490	0.116446
1.463000	0.715284	-0.001004	0.511632	-0.342473	-0.001490	0.117290
1.464000	0.714940	-0.001006	0.511141	-0.343707	-0.001491	0.118137
1.465000	0.714596	-0.001007	0.510649	-0.344940	-0.001491	0.118986
1.466000	0.714251	-0.001009	0.510155	-0.346172	-0.001491	0.119838
1.467000	0.713904	-0.001010	0.509660	-0.347404	-0.001491	0.120692
1.468000	0.713556	-0.001012	0.509163	-0.348636	-0.001492	0.121549
1.469000	0.713207	-0.001013	0.508665	-0.349867	-0.001492	0.122409
1.470000	0.712856	-0.001015	0.508165	-0.351097	-0.001492	0.123271
1.471000	0.712504	-0.001016	0.507664	-0.352326	-0.001493	0.124136
1.472000	0.712151	-0.001018	0.507161	-0.353555	-0.001493	0.125004
1.473000	0.711797	-0.001019	0.506656	-0.354784	-0.001493	0.125874
1.474000	0.711442	-0.001021	0.506151	-0.356012	-0.001493	0.126746
1.475000	0.711085	-0.001022	0.505643	-0.357239	-0.001494	0.127622
1.476000	0.710727	-0.001024	0.505134	-0.358465	-0.001494	0.128500
1.477000	0.710368	-0.001025	0.504624	-0.359691	-0.001494	0.129380
1.478000	0.710008	-0.001027	0.504112	-0.360916	-0.001494	0.130263
1.479000	0.709646	-0.001028	0.503599	-0.362141	-0.001495	0.131148
1.480000	0.709284	-0.001030	0.503084	-0.363365	-0.001495	0.132036
1.481000	0.708920	-0.001031	0.502568	-0.364589	-0.001495	0.132927
1.482000	0.708555	-0.001033	0.502051	-0.365811	-0.001495	0.133820
1.483000	0.708188	-0.001034	0.501531	-0.367033	-0.001496	0.134716
1.484000	0.707820	-0.001036	0.501011	-0.368255	-0.001496	0.135614
1.485000	0.707452	-0.001037	0.500489	-0.369476	-0.001496	0.136515
1.486000	0.707082	-0.001039	0.499965	-0.370696	-0.001496	0.137418
1.487000	0.706710	-0.001040	0.499440	-0.371916	-0.001497	0.138324
1.488000	0.706338	-0.001042	0.498914	-0.373135	-0.001497	0.139232
1.489000	0.705964	-0.001043	0.498386	-0.374353	-0.001497	0.140142
1.490000	0.705589	-0.001045	0.497857	-0.375571	-0.001497	0.141056
1.491000	0.705213	-0.001046	0.497326	-0.376788	-0.001497	0.141971
1.492000	0.704835	-0.001048	0.496794	-0.378004	-0.001498	0.142889
1.493000	0.704457	-0.001049	0.496260	-0.379220	-0.001498	0.143810
1.494000	0.704077	-0.001051	0.495725	-0.380435	-0.001498	0.144733
1.495000	0.703696	-0.001052	0.495189	-0.381649	-0.001498	0.145658
1.496000	0.703314	-0.001054	0.494651	-0.382863	-0.001498	0.146586
1.497000	0.702930	-0.001055	0.494112	-0.384076	-0.001499	0.147517
1.498000	0.702546	-0.001057	0.493571	-0.385289	-0.001499	0.148450
1.499000	0.702160	-0.001058	0.493029	-0.386500	-0.001499	0.149385
1.500000	0.701773	-0.001060	0.492486	-0.387711	-0.001499	0.150322
1.501000	0.701384	-0.001061	0.491941	-0.388922	-0.001499	0.151262
1.502000	0.700995	-0.001063	0.491395	-0.390132	-0.001499	0.152205
1.503000	0.700604	-0.001064	0.490847	-0.391341	-0.001500	0.153150
1.504000	0.700212	-0.001066	0.490298	-0.392549	-0.001500	0.154097
1.505000	0.699819	-0.001067	0.489748	-0.393757	-0.001500	0.155047
1.506000	0.699424	-0.001069	0.489196	-0.394964	-0.001500	0.155999
1.507000	0.699029	-0.001070	0.488643	-0.396170	-0.001500	0.156953
1.508000	0.698632	-0.001072	0.488088	-0.397376	-0.001500	0.157910
1.509000	0.698234	-0.001073	0.487532	-0.398581	-0.001500	0.158869
1.510000	0.697835	-0.001075	0.486975	-0.399785	-0.001501	0.159831
1.511000	0.697435	-0.001076	0.486416	-0.400989	-0.001501	0.160794
1.512000	0.697033	-0.001078	0.485856	-0.402192	-0.001501	0.161761
1.513000	0.696630	-0.001079	0.485295	-0.403394	-0.001501	0.162729
1.514000	0.696226	-0.001081	0.484732	-0.404596	-0.001501	0.163700
1.515000	0.695821	-0.001082	0.484168	-0.405796	-0.001501	0.164673
1.516000	0.695415	-0.001084	0.483603	-0.406997	-0.001501	0.165648
1.517000	0.695007	-0.001085	0.483036	-0.408196	-0.001501	0.166626
1.518000	0.694598	-0.001087	0.482468	-0.409395	-0.001502	0.167606
1.519000	0.694188	-0.001088	0.481898	-0.410593	-0.001502	0.168589
1.520000	0.693777	-0.001090	0.481328	-0.411790	-0.001502	0.169573
1.521000	0.693365	-0.001091	0.480756	-0.412987	-0.001502	0.170560
1.522000	0.692951	-0.001093	0.480182	-0.414183	-0.001502	0.171550
1.523000	0.692536	-0.001094	0.479608	-0.415378	-0.001502	0.172541
1.524000	0.692120	-0.001096	0.479032	-0.416572	-0.001502	0.173535
1.525000	0.691703	-0.001097	0.478454	-0.417766	-0.001502	0.174531
1.526000	0.691285	-0.001099	0.477876	-0.418959	-0.001502	0.175529
1.527000	0.690865	-0.001100	0.477296	-0.420151	-0.001502	0.176529
1.528000	0.690444	-0.001102	0.476715	-0.421343	-0.001502	0.177532
1.529000	0.690023	-0.001103	0.476132	-0.422534	-0.001502	0.178537
1.530000	0.689599	-0.001105	0.475549	-0.423724	-0.001503	0.179544
1.531000	0.689175	-0.001106	0.474964	-0.424913	-0.001503	0.180554
1.532000	0.688750	-0.001108	0.474377	-0.426102	-0.001503	0.181565
1.533000	0.688323	-0.001109	0.473790	-0.427290	-0.001503	0.182579
1.534000	0.687895	-0.001111	0.473201	-0.428477	-0.001503	0.183595
1.535000	0.687466	-0.001112	0.472611	-0.429664	-0.001503	0.184613
1.536000	0.687036	-0.001114	0.472019	-0.430849	-0.001503	0.185633
1.537000	0.686604	-0.001115	0.471427	-0.432034	-0.001503	0.186656
1.538000	0.686172	-0.001117	0.470833	-0.433219	-0.001503	0.187681
1.539000	0.685738	-0.001118	0.470238	-0.434402	-0.001503	0.188707
1.540000	0.685303	-0.001120	0.469641	-0.435585	-0.001503	0.189736
1.541000	0.684867	-0.001121	0.469044	-0.436767	-0.001503	0.190767
1.542000	0.684429	-0.001123	0.468445	-0.437948	-0.001503	0.191801
1.543000	0.683991	-0.001124	0.467845	-0.439128	-0.001503	0.192836
1.544000	0.683551	-0.001126	0.467243	-0.440308	-0.001503	0.193873
1.545000	0.683110	-0.001127	0.466641	-0.441487	-0.001503	0.194913
1.546000	0.682668	-0.001129	0.466037	-0.442665	-0.001503	0.195955
1.547000	0.682225	-0.001130	0.465432	-0.443843	-0.001503	0.196999
1.548000	0.681780	-0.001132	0.464826	-0.445019	-0.001503	0.198044
1.549000	0.681335	-0.001133	0.464218	-0.446195	-0.001503	0.199092
1.550000	0.680888	-0.001135	0.463610	-0.447370	-0.001503	0.200142
1.551000	0.680440	-0.001136	0.463000	-0.448545	-0.001503	0.201195
1.552000	0.679991	-0.001138	0.462389	-0.449718	-0.001503	0.202249
1.553000	0.679541	-0.001139	0.461777	-0.450891	-0.001503	0.203305
1.554000	0.679089	-0.001141	0.461163	-0.452063	-0.001503	0.204363
1.555000	0.678636	-0.001142	0.460549	-0.453234	-0.001503	0.205424
1.556000	0.678183	-0.001144	0.459933	-0.454405	-0.001503	0.206486
1.557000	0.677728	-0.001145	0.459316	-0.455574	-0.001503	0.207550
1.558000	0.677271	-0.001147	0.458698	-0.456743	-0.001503	0.208617
1.559000	0.676814	-0.001148	0.458079	-0.457911	-0.001503	0.209685
1.560000	0.676356	-0.001150	0.457458	-0.459079	-0.001503	0.210756
1.561000	0.675896	-0.001151	0.456837	-0.460245	-0.001503	0.211828
1.562000	0.675435	-0.001153	0.456214	-0.461411	-0.001502	0.212902
1.563000	0.674973	-0.001154	0.455590	-0.462576	-0.001502	0.213979
1.564000	0.674510	-0.001156	0.454965	-0.463740	-0.001502	0.215057
1.565000	0.674046	-0.001157	0.454339	-0.464903	-0.001502	0.216137
1.566000	0.673580	-0.001159	0.453712	-0.466066	-0.001502	0.217220
1.567000	0.673114	-0.001160	0.453083	-0.467228	-0.001502	0.218304
1.568000	0.672646	-0.001162	0.452454	-0.468389	-0.001502	0.219390
1.569000	0.672177	-0.001163	0.451823	-0.469549	-0.001502	0.220478
1.570000	0.671707	-0.001165	0.451191	-0.470708	-0.001502	0.221568
1.571000	0.671235	-0.001166	0.450558	-0.471866	-0.001502	0.222660
1.572000	0.670763	-0.001168	0.449924	-0.473024	-0.001502	0.223754
1.573000	0.670289	-0.001169	0.449289	-0.474181	-0.001502	0.224850
1.574000	0.669815	-0.001171	0.448653	-0.475337	-0.001501	0.225948
1.575000	0.669339	-0.001172	0.448016	-0.476492	-0.001501	0.227047
1.576000	0.668862	-0.001174	0.447377	-0.477647	-0.001501	0.228149
1.577000	0.668383	-0.001175	0.446738	-0.478800	-0.001501	0.229252
1.578000	0.667904	-0.001177	0.446097	-0.479953	-0.001501	0.230357
1.579000	0.667423	-0.001178	0.445455	-0.481105	-0.001501	0.231464
1.580000	0.666942	-0.001180	0.444813	-0.482256	-0.001501	0.232573
1.581000	0.666459	-0.001181	0.444169	-0.483406	-0.001501	0.233684
1.582000	0.665975	-0.001183	0.443524	-0.484556	-0.001500	0.234796
1.583000	0.665490	-0.001184	0.442878	-0.485704	-0.001500	0.235911
1.584000	0.665004	-0.001186	0.442231	-0.486852	-0.001500	0.237027
1.585000	0.664516	-0.001187	0.441583	-0.487999	-0.001500	0.238145
1.586000	0.664028	-0.001189	0.440934	-0.489145	-0.001500	0.239265
1.587000	0.663538	-0.001190	0.440284	-0.490290	-0.001500	0.240387
1.588000	0.663047	-0.001192	0.439633	-0.491435	-0.001499	0.241510
1.589000	0.662555	-0.001193	0.438980	-0.492578	-0.001499	0.242635
1.590000	0.662062	-0.001195	0.438327	-0.493721	-0.001499	0.243762
1.591000	0.661568	-0.001196	0.437673	-0.494863	-0.001499	0.244891
1.592000	0.661072	-0.001198	0.437018	-0.496004	-0.001499	0.246022
1.593000	0.660575	-0.001199	0.436361	-0.497144	-0.001499	0.247154
1.594000	0.660078	-0.001201	0.435704	-0.498283	-0.001498	0.248288
1.595000	0.659579	-0.001202	0.435046	-0.499421	-0.001498	0.249424
1.596000	0.659079	-0.001204	0.434387	-0.500559	-0.001498	0.250561
1.597000	0.658578	-0.001205	0.433726	-0.501696	-0.001498	0.251701
