# E_lab [MeV]	delta_real [deg]	delta_imag [deg]	cross_section [mb]	S_factor [MeV*mb]
0.0895	-0.5356	0.0007	0.0005	0.2853
0.0897	-0.5379	0.0007	0.0005	0.2853
0.0898	-0.5402	0.0007	0.0005	0.2853
0.0900	-0.5425	0.0007	0.0005	0.2852
0.0902	-0.5448	0.0007	0.0005	0.2852
0.0903	-0.5471	0.0007	0.0005	0.2851
0.0905	-0.5494	0.0007	0.0005	0.2851
0.0907	-0.5518	0.0007	0.0005	0.2851
0.0908	-0.5541	0.0007	0.0005	0.2850
0.0910	-0.5564	0.0007	0.0005	0.2850
0.0912	-0.5588	0.0007	0.0005	0.2850
0.0913	-0.5611	0.0007	0.0005	0.2849
0.0915	-0.5635	0.0007	0.0005	0.2849
0.0917	-0.5658	0.0007	0.0005	0.2849
0.0918	-0.5682	0.0007	0.0005	0.2848
0.0920	-0.5705	0.0007	0.0005	0.2848
0.0922	-0.5729	0.0007	0.0005	0.2847
0.0923	-0.5752	0.0007	0.0005	0.2847
0.0925	-0.5776	0.0007	0.0005	0.2847
0.0927	-0.5800	0.0008	0.0005	0.2846
0.0928	-0.5823	0.0008	0.0005	0.2846
0.0930	-0.5847	0.0008	0.0005	0.2846
0.0932	-0.5871	0.0008	0.0005	0.2845
0.0933	-0.5895	0.0008	0.0005	0.2845
0.0935	-0.5919	0.0008	0.0005	0.2845
0.0937	-0.5942	0.0008	0.0005	0.2844
0.0938	-0.5966	0.0008	0.0005	0.2844
0.0940	-0.5990	0.0008	0.0005	0.2843
0.0942	-0.6014	0.0008	0.0005	0.2843
0.0943	-0.6038	0.0008	0.0005	0.2843
0.0945	-0.6062	0.0008	0.0005	0.2842
0.0947	-0.6086	0.0008	0.0005	0.2842
0.0948	-0.6110	0.0008	0.0005	0.2842
0.0950	-0.6134	0.0008	0.0005	0.2841
0.0952	-0.6159	0.0008	0.0005	0.2841
0.0953	-0.6183	0.0008	0.0005	0.2841
0.0955	-0.6207	0.0008	0.0005	0.2840
0.0957	-0.6231	0.0008	0.0005	0.2840
0.0958	-0.6256	0.0008	0.0005	0.2840
0.0960	-0.6280	0.0008	0.0005	0.2839
0.0962	-0.6304	0.0008	0.0005	0.2839
0.0963	-0.6329	0.0008	0.0005	0.2839
0.0965	-0.6353	0.0008	0.0005	0.2838
0.0967	-0.6377	0.0008	0.0005	0.2838
0.0968	-0.6402	0.0008	0.0005	0.2837
0.0970	-0.6426	0.0008	0.0005	0.2837
0.0972	-0.6451	0.0008	0.0005	0.2837
0.0973	-0.6475	0.0008	0.0005	0.2836
0.0975	-0.6500	0.0008	0.0005	0.2836
0.0977	-0.6525	0.0008	0.0005	0.2836
0.0978	-0.6549	0.0008	0.0006	0.2835
0.0980	-0.6574	0.0008	0.0006	0.2835
0.0982	-0.6599	0.0009	0.0006	0.2835
0.0983	-0.6623	0.0009	0.0006	0.2834
0.0985	-0.6648	0.0009	0.0006	0.2834
0.0987	-0.6673	0.0009	0.0006	0.2834
0.0988	-0.6698	0.0009	0.0006	0.2833
0.0990	-0.6723	0.0009	0.0006	0.2833
0.0992	-0.6748	0.0009	0.0006	0.2833
0.0993	-0.6772	0.0009	0.0006	0.2832
0.0995	-0.6797	0.0009	0.0006	0.2832
0.0997	-0.6822	0.0009	0.0006	0.2832
0.0998	-0.6847	0.0009	0.0006	0.2831
0.1000	-0.6872	0.0009	0.0006	0.2831
0.1002	-0.6897	0.0009	0.0006	0.2831
0.1003	-0.6922	0.0009	0.0006	0.2830
0.1005	-0.6948	0.0009	0.0006	0.2830
0.1007	-0.6973	0.0009	0.0006	0.2830
0.1008	-0.6998	0.0009	0.0006	0.2829
0.1010	-0.7023	0.0009	0.0006	0.2829
0.1012	-0.7048	0.0009	0.0006	0.2829
0.1013	-0.7074	0.0009	0.0006	0.2828
0.1015	-0.7099	0.0009	0.0006	0.2828
0.1017	-0.7124	0.0009	0.0006	0.2828
0.1018	-0.7149	0.0009	0.0006	0.2827
0.1020	-0.7175	0.0009	0.0006	0.2827
0.1022	-0.7200	0.0009	0.0006	0.2827
0.1023	-0.7226	0.0009	0.0006	0.2826
0.1025	-0.7251	0.0009	0.0006	0.2826
0.1027	-0.7277	0.0009	0.0006	0.2826
0.1028	-0.7302	0.0009	0.0006	0.2825
0.1030	-0.7328	0.0009	0.0006	0.2825
0.1032	-0.7353	0.0009	0.0006	0.2825
0.1033	-0.7379	0.0010	0.0006	0.2824
0.1035	-0.7404	0.0010	0.0006	0.2824
0.1037	-0.7430	0.0010	0.0006	0.2824
0.1038	-0.7456	0.0010	0.0006	0.2823
0.1040	-0.7481	0.0010	0.0006	0.2823
0.1042	-0.7507	0.0010	0.0006	0.2823
0.1043	-0.7533	0.0010	0.0006	0.2822
0.1045	-0.7559	0.0010	0.0006	0.2822
0.1047	-0.7584	0.0010	0.0006	0.2822
0.1048	-0.7610	0.0010	0.0006	0.2821
0.1050	-0.7636	0.0010	0.0006	0.2821
0.1052	-0.7662	0.0010	0.0006	0.2821
0.1053	-0.7688	0.0010	0.0006	0.2820
0.1055	-0.7714	0.0010	0.0006	0.2820
0.1057	-0.7740	0.0010	0.0006	0.2820
0.1058	-0.7766	0.0010	0.0006	0.2819
0.1060	-0.7792	0.0010	0.0006	0.2819
0.1062	-0.7818	0.0010	0.0006	0.2819
0.1063	-0.7844	0.0010	0.0006	0.2818
0.1065	-0.7870	0.0010	0.0006	0.2818
0.1067	-0.7896	0.0010	0.0006	0.2818
0.1068	-0.7922	0.0010	0.0006	0.2817
0.1070	-0.7948	0.0010	0.0006	0.2817
0.1072	-0.7974	0.0010	0.0006	0.2817
0.1073	-0.8000	0.0010	0.0006	0.2817
0.1075	-0.8027	0.0010	0.0006	0.2816
0.1077	-0.8053	0.0010	0.0006	0.2816
0.1078	-0.8079	0.0010	0.0006	0.2816
0.1080	-0.8105	0.0010	0.0006	0.2815
0.1082	-0.8132	0.0010	0.0006	0.2815
0.1083	-0.8158	0.0010	0.0006	0.2815
0.1085	-0.8185	0.0011	0.0006	0.2814
0.1087	-0.8211	0.0011	0.0006	0.2814
0.1088	-0.8237	0.0011	0.0006	0.2814
0.1090	-0.8264	0.0011	0.0006	0.2813
0.1092	-0.8290	0.0011	0.0006	0.2813
0.1093	-0.8317	0.0011	0.0006	0.2813
0.1095	-0.8343	0.0011	0.0006	0.2812
0.1097	-0.8370	0.0011	0.0006	0.2812
0.1098	-0.8396	0.0011	0.0006	0.2812
0.1100	-0.8423	0.0011	0.0006	0.2811
0.1102	-0.8450	0.0011	0.0006	0.2811
0.1103	-0.8476	0.0011	0.0006	0.2811
0.1105	-0.8503	0.0011	0.0006	0.2811
0.1107	-0.8530	0.0011	0.0006	0.2810
0.1108	-0.8556	0.0011	0.0006	0.2810
0.1110	-0.8583	0.0011	0.0006	0.2810
0.1112	-0.8610	0.0011	0.0006	0.2809
0.1113	-0.8637	0.0011	0.0006	0.2809
0.1115	-0.8663	0.0011	0.0006	0.2809
0.1117	-0.8690	0.0011	0.0006	0.2808
0.1118	-0.8717	0.0011	0.0006	0.2808
0.1120	-0.8744	0.0011	0.0006	0.2808
0.1122	-0.8771	0.0011	0.0006	0.2807
0.1123	-0.8798	0.0011	0.0006	0.2807
0.1125	-0.8825	0.0011	0.0006	0.2807
0.1127	-0.8852	0.0011	0.0006	0.2807
0.1128	-0.8878	0.0011	0.0006	0.2806
0.1130	-0.8905	0.0011	0.0006	0.2806
0.1132	-0.8933	0.0011	0.0006	0.2806
0.1133	-0.8960	0.0011	0.0006	0.2805
0.1135	-0.8987	0.0012	0.0006	0.2805
0.1137	-0.9014	0.0012	0.0006	0.2805
0.1138	-0.9041	0.0012	0.0006	0.2804
0.1140	-0.9068	0.0012	0.0006	0.2804
0.1142	-0.9095	0.0012	0.0007	0.2804
0.1143	-0.9122	0.0012	0.0007	0.2803
0.1145	-0.9150	0.0012	0.0007	0.2803
0.1147	-0.9177	0.0012	0.0007	0.2803
0.1148	-0.9204	0.0012	0.0007	0.2803
0.1150	-0.9231	0.0012	0.0007	0.2802
0.1152	-0.9259	0.0012	0.0007	0.2802
0.1153	-0.9286	0.0012	0.0007	0.2802
0.1155	-0.9313	0.0012	0.0007	0.2801
0.1157	-0.9340	0.0012	0.0007	0.2801
0.1158	-0.9368	0.0012	0.0007	0.2801
0.1160	-0.9395	0.0012	0.0007	0.2801
0.1162	-0.9423	0.0012	0.0007	0.2800
0.1163	-0.9450	0.0012	0.0007	0.2800
0.1165	-0.9478	0.0012	0.0007	0.2800
